text,cui,name,start,end,relevance,presence,laterality (generic)
without mention of distal trisomy 9q,764520001,distal trisomy 9q,19,36,present,negated,none
bimalleolar fracture of ankle absent,263244000,bimalleolar fracture of ankle,0,29,present,negated,none
negative fibroadenoma of breast,254845004,fibroadenoma of breast,9,31,present,negated,none
never lactulose adverse reaction,292139003,lactulose adverse reaction,6,32,present,negated,none
no evidence of fetal skeletal dysplasia,1110661000000101,fetal skeletal dysplasia,15,39,present,negated,none
arteriovenous fistula aneurysm negative,302946006,arteriovenous fistula aneurysm,0,30,present,negated,none
unlikely gnathodiaphyseal dysplasia syndrome,715568002,gnathodiaphyseal dysplasia syndrome,9,44,present,negated,none
neg intentional doxepin overdose,295862005,intentional doxepin overdose,4,32,present,negated,none
irreducible right inguinal hernia no,767687004,irreducible right inguinal hernia,0,33,present,negated,right
without open fracture of ilium,60214001,open fracture of ilium,8,30,present,negated,none
postpill amenorrhea no,39931000,postpill amenorrhea,0,19,present,negated,none
denies idiopathic hypotension,195506001,idiopathic hypotension,7,29,present,negated,none
sucking chest wound no,127315004,sucking chest wound,0,19,present,negated,none
hereditary elliptocytosis negative,191169008,hereditary elliptocytosis,0,25,present,negated,none
no evidence of chronic miliary tuberculosis,62494007,chronic miliary tuberculosis,15,43,present,negated,none
didnt environmental sleep disorder,429276004,environmental sleep disorder,6,34,present,negated,none
choanal atresia not detected,204508009,choanal atresia,0,15,present,negated,none
hamartoma of intestine ruled out,254594009,hamartoma of intestine,0,22,present,negated,none
sinusitis absent,36971009,sinusitis,0,9,present,negated,none
nervous diarrhea none,11003002,nervous diarrhea,0,16,present,negated,none
didnt sequestrum of maxilla,109698007,sequestrum of maxilla,6,27,present,negated,none
denied excess interdialytic weight gain,234177008,excess interdialytic weight gain,7,39,present,negated,none
sarcoma of fibula not detected,448221005,sarcoma of fibula,0,17,present,negated,none
ulcerating cutaneous leishmaniasis no,75656006,ulcerating cutaneous leishmaniasis,0,34,present,negated,none
lack of extensor carpi radialis tenosynovitis,239976003,extensor carpi radialis tenosynovitis,8,45,present,negated,none
traumatic intracranial subdural hematoma none,262952002,traumatic intracranial subdural hematoma,0,40,present,negated,none
no evidence of buserelin adverse reaction,293279008,buserelin adverse reaction,15,41,present,negated,none
without arthrofibrosis of left knee,16098281000119107,arthrofibrosis of left knee,8,35,present,negated,left
without mention of intraspinal granuloma,292921000119109,intraspinal granuloma,19,40,present,negated,none
no citrin deficiency,429735007,citrin deficiency,3,20,present,negated,none
without kapur toriello syndrome,722031003,kapur toriello syndrome,8,31,present,negated,none
melanocytic nevus of neck not detected,109281000,melanocytic nevus of neck,0,25,present,negated,none
no evidence of deficiency of phosphatase,361090008,deficiency of phosphatase,15,40,present,negated,none
no symblepharon of right eye,331891000119108,symblepharon of right eye,3,28,present,negated,right
free from burn of upper arm,14261008,burn of upper arm,10,27,present,negated,none
syndactyly type 7 neg,720633009,syndactyly type 7,0,17,present,negated,none
absent disorder of carbohydrate transport,54905006,disorder of carbohydrate transport,7,41,present,negated,none
neoplasm of clavicle none,126560008,neoplasm of clavicle,0,20,present,negated,none
hydrocephalic disproportion - delivered neg,199427001,hydrocephalic disproportion - delivered,0,39,present,negated,none
absent lymphoedema following breast cancer,1035841000000108,lymphoedema following breast cancer,7,42,present,negated,none
hyperhidrosis of axilla absent,303089000,hyperhidrosis of axilla,0,23,present,negated,none
not foreign body in tonsil,232424006,foreign body in tonsil,4,26,present,negated,none
cleft lip retinopathy syndrome none,732247000,cleft lip retinopathy syndrome,0,30,present,negated,none
oral mucosal herpes negative,235058001,oral mucosal herpes,0,19,present,negated,none
alopecia of pregnancy neg,201134009,alopecia of pregnancy,0,21,present,negated,none
no evidence of intentional doxycycline poisoning,291649001,intentional doxycycline poisoning,15,48,present,negated,none
no ventricular escape beat,75532003,ventricular escape beat,3,26,present,negated,none
no evidence of postural orthostatic tachycardia syndrome,371073003,postural orthostatic tachycardia syndrome,15,56,present,negated,none
iatrogenic ovarian failure no,42245002,iatrogenic ovarian failure,0,26,present,negated,none
deficiency of mannokinase neg,124303006,deficiency of mannokinase,0,25,present,negated,none
lack of lop ear deformity,738164003,lop ear deformity,8,25,present,negated,none
absent vaginal vault hematoma,237102006,vaginal vault hematoma,7,29,present,negated,none
absence of neonatal hypoglycemia,52767006,neonatal hypoglycemia,11,32,present,negated,none
absent rectocele affecting pregnancy,26828006,rectocele affecting pregnancy,7,36,present,negated,none
beclomethasone adverse reaction absent,293156000,beclomethasone adverse reaction,0,31,present,negated,none
pleuropulmonary blastoma type i absent,707671008,pleuropulmonary blastoma type i,0,31,present,negated,none
duodenitis caused by drug not present,724526008,duodenitis caused by drug,0,25,present,negated,none
accidental razoxane overdose excluded,295752005,accidental razoxane overdose,0,28,present,negated,none
absent chronic anterior uveitis,398155003,chronic anterior uveitis,7,31,present,negated,none
partial thickness flap loss absent,239198006,partial thickness flap loss,0,27,present,negated,none
labial cyst negative,282025003,labial cyst,0,11,present,negated,none
erosive gastropathy none,413216002,erosive gastropathy,0,19,present,negated,none
hematoma of lower leg ruled out,449704006,hematoma of lower leg,0,21,present,negated,none
anogenital hidradenitis suppurativa not detected,402827005,anogenital hidradenitis suppurativa,0,35,present,negated,none
myopathy with tubular aggregates no,240087000,myopathy with tubular aggregates,0,32,present,negated,none
sebaceous epithelioma negative,254706002,sebaceous epithelioma,0,21,present,negated,none
absence of carnitine nutritional deficiency,238112001,carnitine nutritional deficiency,11,43,present,negated,none
absent acute infective polyarthritis,23950002,acute infective polyarthritis,7,36,present,negated,none
inguinal lymphadenopathy none,127199000,inguinal lymphadenopathy,0,24,present,negated,none
without mention of acute endometritis,67667007,acute endometritis,19,37,present,negated,none
without mention of open wound of testis,210431006,open wound of testis,19,39,present,negated,none
without mention of ciprofloxacin resistant tuberculosis,413852006,ciprofloxacin resistant tuberculosis,19,55,present,negated,none
viral hemorrhagic fever not present,240523007,viral hemorrhagic fever,0,23,present,negated,none
inactive central serous chorioretinopathy negative,312924008,inactive central serous chorioretinopathy,0,41,present,negated,none
contusion of genital organ not detected,211495007,contusion of genital organ,0,26,present,negated,none
abscess of elbow negative,301711007,abscess of elbow,0,16,present,negated,none
unlikely poisoning caused by diphenhydramine,85302003,poisoning caused by diphenhydramine,9,44,present,negated,none
ankle joint ankylosis none,202318002,ankle joint ankylosis,0,21,present,negated,none
intellectual disability wolff type excluded,763745005,intellectual disability wolff type,0,34,present,negated,none
no evidence of superficial corrosion of ear,284200001,superficial corrosion of ear,15,43,present,negated,none
lysergic acid diethylamide dependence no,231468005,lysergic acid diethylamide dependence,0,37,present,negated,none
poisoning caused by indomethacin none,52382004,poisoning caused by indomethacin,0,32,present,negated,none
fetal virilism none,95622006,fetal virilism,0,14,present,negated,none
lack of infection caused by rhinosporidium,721801005,infection caused by rhinosporidium,8,42,present,negated,none
no evidence of acute localized suppurative glanders,240386002,acute localized suppurative glanders,15,51,present,negated,none
periappendicitis not detected,51509007,periappendicitis,0,16,present,negated,none
without atrophic vaginitis,52441000,atrophic vaginitis,8,26,present,negated,none
absence of muscle abscess of thigh,203027001,muscle abscess of thigh,11,34,present,negated,none
no deficiency of l-gulonate dehydrogenase,124130006,deficiency of l-gulonate dehydrogenase,3,41,present,negated,none
deficiency of ethanolamine-phosphate cytidylyltransferase no,124355007,deficiency of ethanolamine-phosphate cytidylyltransferase,0,57,present,negated,none
absence of poisoning caused by iron,445902007,poisoning caused by iron,11,35,present,negated,none
constitutional eczema of foot negative,238559002,constitutional eczema of foot,0,29,present,negated,none
desferrioxamine adverse reaction none,292745000,desferrioxamine adverse reaction,0,32,present,negated,none
atrophy of vas deferens not present,33000001,atrophy of vas deferens,0,23,present,negated,none
absent thromboxane synthetase deficiency,234477002,thromboxane synthetase deficiency,7,40,present,negated,none
disopyramide overdose no,296982001,disopyramide overdose,0,21,present,negated,none
no slipped distal radial epiphysis,240185006,slipped distal radial epiphysis,3,34,present,negated,none
pulmonary arteriovenous malformation none,303070000,pulmonary arteriovenous malformation,0,36,present,negated,none
injury of duodenum negative,125628003,injury of duodenum,0,18,present,negated,none
absence of adhesions - spinal meninges,193072006,adhesions - spinal meninges,11,38,present,negated,none
not hemorrhagic gastroenteritis,409506009,hemorrhagic gastroenteritis,4,31,present,negated,none
absence of astragalus species poisoning,90143008,astragalus species poisoning,11,39,present,negated,none
no evidence of jackson-weiss syndrome,709105005,jackson-weiss syndrome,15,37,present,negated,none
absent q fever encephalitis,409556004,q fever encephalitis,7,27,present,negated,none
adenoviral encephalitis ruled out,56529007,adenoviral encephalitis,0,23,present,negated,none
absent neoplasm of labia majora,126923002,neoplasm of labia majora,7,31,present,negated,none
free from supernumerary gallbladder,91844006,supernumerary gallbladder,10,35,present,negated,none
senile dementia with paranoia not present,191458003,senile dementia with paranoia,0,29,present,negated,none
congenital retinal fold ruled out,204181009,congenital retinal fold,0,23,present,negated,none
no staphylococcal arthritis,111820003,staphylococcal arthritis,3,27,present,negated,none
no pyogenic granuloma of lip,403961004,pyogenic granuloma of lip,3,28,present,negated,none
neonatal hemorrhage of uterus not present,762290007,neonatal hemorrhage of uterus,0,29,present,negated,none
infection resistant to methicillin negative,822301000000105,infection resistant to methicillin,0,34,present,negated,none
malignant neoplasm of anorectum not present,443488001,malignant neoplasm of anorectum,0,31,present,negated,none
hepatic artery embolism ruled out,80235008,hepatic artery embolism,0,23,present,negated,none
infection caused by trichosomoides absent,67493008,infection caused by trichosomoides,0,34,present,negated,none
