text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p adult cystinosis} while 44 yr o,852781000000103 | Adult cystinosis (disorder),Historic,Confirmed,No laterality
{p yolk sac tumor} some time prev,404081005 | Yolk sac tumor (disorder),Historic,Confirmed,No laterality
no prev hx {p aneurysm of gastroduodenal artery},33997006 | Aneurysm of gastroduodenal artery (disorder),Historic,Negated,No laterality
{p pseudomonal botryomycosis} prev,402936008 | Pseudomonal botryomycosis (disorder),Historic,Confirmed,No laterality
past hist {p idiopathic aortitis},239937004 | Idiopathic aortitis (disorder),Historic,Confirmed,No laterality
{p pulmonary sarcoidosis} previously,24369008 | Pulmonary sarcoidosis (disorder),Historic,Confirmed,No laterality
not had {p deformity of bone},271084006 | Deformity of bone (disorder),Historic,Negated,No laterality
2 prev {p cushing phenomenon},608826000 | Cushing phenomenon (disorder),Historic,Confirmed,No laterality
{p chédiak-higashi syndrome} from aged 43,111396008 | Chédiak-Higashi syndrome (disorder),Historic,Confirmed,No laterality
no ph of {p septicemic glanders},240385003 | Septicemic glanders (disorder),Historic,Negated,No laterality
freq {p sudden visual loss},15203004 | Sudden visual loss (disorder),Historic,Confirmed,No laterality
{p acute lymphangitis} recovered,8838005 | Acute lymphangitis (disorder),Historic,Confirmed,No laterality
{p epidermal burn of ankle} when aged 29,27346001 | Epidermal burn of ankle (disorder),Historic,Confirmed,No laterality
2 prev {p transient arthropathy-wrist},202003006 | Transient arthropathy-wrist (disorder),Historic,Confirmed,No laterality
{p guillain-barré syndrome} last 7 month,40956001 | Guillain-Barré syndrome (disorder),Historic,Confirmed,No laterality
freq {p acute pansinusitis},5028002 | Acute pansinusitis (disorder),Historic,Confirmed,No laterality
no pmh of {p multiple skin tags},403857009 | Multiple skin tags (disorder),Historic,Negated,No laterality
{p chronic gonococcal cervicitis} while aged 13,76802005 | Chronic gonococcal cervicitis (disorder),Historic,Confirmed,No laterality
{p syndactyly type 5} upto 38 y old,719159004 | Syndactyly type 5 (disorder),Historic,Confirmed,No laterality
"no pmh of {p cystinuria, type 3}","42496002 | Cystinuria, type 3 (disorder)",Historic,Negated,No laterality
{p hypopigmented scar} last 10 mths,403273006 | Hypopigmented scar (disorder),Historic,Confirmed,No laterality
{p dicheirus} until age 29,71016000 | Dicheirus (disorder),Historic,Confirmed,No laterality
{p perioperative pulmonary aspiration} few years prev,764873005 | Perioperative pulmonary aspiration (disorder),Historic,Confirmed,No laterality
{p chondromalacia of right hip} in the past,16039631000119108 | Chondromalacia of right hip (disorder),Historic,Confirmed,Right
{p acute lymphadenitis of trunk} some time previously,200697006 | Acute lymphadenitis of trunk (disorder),Historic,Confirmed,No laterality
{p chronic intestinal cryptosporidiasis} in the past,240371008 | Chronic intestinal cryptosporidiasis (disorder),Historic,Confirmed,No laterality
{p latent convergent squint} while 17 y o,246738004 | Latent convergent squint (disorder),Historic,Confirmed,No laterality
no previous hx {p laceration of spleen},262822009 | Laceration of spleen (disorder),Historic,Negated,No laterality
no pmh {p open division ankle ligament},209702005 | Open division ankle ligament (disorder),Historic,Negated,No laterality
not had {p congenital bent nose},520004 | Congenital bent nose (disorder),Historic,Negated,No laterality
{p viral endocarditis} previously,459057007 | Viral endocarditis (disorder),Historic,Confirmed,No laterality
{p external hemorrhoids without complication} last 10 months,38996000 | External hemorrhoids without complication (disorder),Historic,Confirmed,No laterality
pers hist {p phonological disorder},229719002 | Phonological disorder (disorder),Historic,Confirmed,No laterality
no pmh of {p foreign body in thigh},446132009 | Foreign body in thigh (disorder),Historic,Negated,No laterality
{p erythrophleum chlorostachys poisoning} from 21 y o,56830006 | Erythrophleum chlorostachys poisoning (disorder),Historic,Confirmed,No laterality
{p atrichia congenita} upto 1 years o,403798006 | Atrichia congenita (disorder),Historic,Confirmed,No laterality
prev {p infantile pustular psoriasis},238616004 | Infantile pustular psoriasis (disorder),Historic,Confirmed,No laterality
3 prev {p pertussis},27836007 | Pertussis (disorder),Historic,Confirmed,No laterality
4 prev {p acute suppurative appendicitis},235770006 | Acute suppurative appendicitis (disorder),Historic,Confirmed,No laterality
{p branchiootic syndrome} last 5 mth,764810000 | Branchiootic syndrome (disorder),Historic,Confirmed,No laterality
{p small plaque parapsoriasis} few yr prev,23854007 | Small plaque parapsoriasis (disorder),Historic,Confirmed,No laterality
past medical history of {p secondary bacterial pneumonia},308906005 | Secondary bacterial pneumonia (disorder),Historic,Confirmed,No laterality
2 previous {p acute osteomyelitis},409780002 | Acute osteomyelitis (disorder),Historic,Confirmed,No laterality
past hx of {p angina},194828000 | Angina (disorder),Historic,Confirmed,No laterality
{p seminal fluid-induced anaphylaxis} recovered,241941001 | Seminal fluid-induced anaphylaxis (disorder),Historic,Confirmed,No laterality
personal hx {p irradiation hypothyroidism},190277005 | Irradiation hypothyroidism (disorder),Historic,Confirmed,No laterality
3 prev {p tendinitis of hand},423417009 | Tendinitis of hand (disorder),Historic,Confirmed,No laterality
{p oncocytoma of left kidney} last 9 month,1081231000119103 | Oncocytoma of left kidney (disorder),Historic,Confirmed,Left
pers hx {p hydralazine poisoning},292007008 | Hydralazine poisoning (disorder),Historic,Confirmed,No laterality
no past history of {p idiopathic peripheral autonomic neuropathy},86489003 | Idiopathic peripheral autonomic neuropathy (disorder),Historic,Negated,No laterality
no pers hx of {p accidental bumetanide overdose},297022009 | Accidental bumetanide overdose (disorder),Historic,Negated,No laterality
never had {p non-distal monosomy 10q},770665005 | Non-distal monosomy 10q (disorder),Historic,Negated,No laterality
{p lippia species poisoning} some time prev,70802000 | Lippia species poisoning (disorder),Historic,Confirmed,No laterality
frequent {p transient ischemia},57357009 | Transient ischemia (disorder),Historic,Confirmed,No laterality
{p intentional 5-hydroxytryptamine-3-receptor antagonist overdose} upto age 29,295429005 | Intentional 5-hydroxytryptamine-3-receptor antagonist overdose (disorder),Historic,Confirmed,No laterality
{p intentional maprotiline poisoning} while aged 35,290917009 | Intentional maprotiline poisoning (disorder),Historic,Confirmed,No laterality
{p acute scleroderma renal crisis} recovered,236503001 | Acute scleroderma renal crisis (disorder),Historic,Confirmed,No laterality
{p hematoma of perineal wound} from 59 y of age,371610007 | Hematoma of perineal wound (disorder),Historic,Confirmed,No laterality
past medical hist of {p congenital bent ulna},92991001 | Congenital bent ulna (disorder),Historic,Confirmed,No laterality
never had {p open dislocation of knee},1544005 | Open dislocation of knee (disorder),Historic,Negated,No laterality
no pmh {p fusion of teeth},1744008 | Fusion of teeth (disorder),Historic,Negated,No laterality
{p clonorchiasis with biliary cirrhosis} few yrs prev,37688005 | Clonorchiasis with biliary cirrhosis (disorder),Historic,Confirmed,No laterality
{p postoperative intra-abdominal abscess} prev,2471009 | Postoperative intra-abdominal abscess (disorder),Historic,Confirmed,No laterality
no prev history of {p cutaneous trichosporonosis},240762001 | Cutaneous trichosporonosis (disorder),Historic,Negated,No laterality
{p acquired pronated forefoot} in the past,203588004 | Acquired pronated forefoot (disorder),Historic,Confirmed,No laterality
no previous history of {p monoarthritis of hip joint},427947000 | Monoarthritis of hip joint (disorder),Historic,Negated,No laterality
past medical hx {p fuhrmann syndrome},721296004 | Fuhrmann syndrome (disorder),Historic,Confirmed,No laterality
{p crush injury of labia} last 8 month,275420003 | Crush injury of labia (disorder),Historic,Confirmed,No laterality
no previous history of {p acquired left-sided horner syndrome},789431002 | Acquired left-sided Horner syndrome (disorder),Historic,Negated,No laterality
prev {p transient ischemic deafness},194387002 | Transient ischemic deafness (disorder),Historic,Confirmed,No laterality
never had {p notalgia paresthetica},277802001 | Notalgia paresthetica (disorder),Historic,Negated,No laterality
previously {p acute ethmoidal sinusitis},67832005 | Acute ethmoidal sinusitis (disorder),Historic,Confirmed,No laterality
{p herpes zoster keratitis} few yr ago,397573005 | Herpes zoster keratitis (disorder),Historic,Confirmed,No laterality
{p acute and fulminating melioidosis} recovered,186311005 | Acute and fulminating melioidosis (disorder),Historic,Confirmed,No laterality
{p thoracogenic scoliosis} in the past,72992003 | Thoracogenic scoliosis (disorder),Historic,Confirmed,No laterality
{p polysplenia heterotaxy syndrome} few years ago,8641000119101 | Polysplenia heterotaxy syndrome (disorder),Historic,Confirmed,No laterality
no personal hx of {p endometriosis of right ovary},15932061000119107 | Endometriosis of right ovary (disorder),Historic,Negated,Right
{p poisoning caused by nitrite} last 5 months,85209005 | Poisoning caused by nitrite (disorder),Historic,Confirmed,No laterality
{p nonfilarial chylocele} until age 59,195495009 | Nonfilarial chylocele (disorder),Historic,Confirmed,No laterality
{p acute retinal necrosis} recovered,231986000 | Acute retinal necrosis (disorder),Historic,Confirmed,No laterality
{p idiopathic hyperphosphatasemia} while aged 12,276634002 | Idiopathic hyperphosphatasemia (disorder),Historic,Confirmed,No laterality
personal history of {p anencephalus},89369001 | Anencephalus (disorder),Historic,Confirmed,No laterality
1 previous {p anesthetic shock - sensitivity},288294007 | Anesthetic shock - sensitivity (disorder),Historic,Confirmed,No laterality
4 previous {p acute intoxication},1149334009 | Acute intoxication (disorder),Historic,Confirmed,No laterality
{p deficiency of a-ase} upto aged 25,361086006 | Deficiency of A-ase (disorder),Historic,Confirmed,No laterality
no history {p hypometric saccades},246768008 | Hypometric saccades (disorder),Historic,Negated,No laterality
{p acute paralytic poliomyelitis} recovered,240460008 | Acute paralytic poliomyelitis (disorder),Historic,Confirmed,No laterality
{p myelocystocele} a few years previously,203994003 | Myelocystocele (disorder),Historic,Confirmed,No laterality
{p craniofacial cleft} last 9 mths,764517009 | Craniofacial cleft (disorder),Historic,Confirmed,No laterality
had {p perinatal transient vaginal bleeding},206422009 | Perinatal transient vaginal bleeding (disorder),Historic,Confirmed,No laterality
previously {p acute proliferative glomerulonephritis},197579006 | Acute proliferative glomerulonephritis (disorder),Historic,Confirmed,No laterality
{p cricoarytenoid joint fixation} previously,307499004 | Cricoarytenoid joint fixation (disorder),Historic,Confirmed,No laterality
{p stasis dermatitis} previously,35498005 | Stasis dermatitis (disorder),Historic,Confirmed,No laterality
{p complex burn of genitalia} until 37 yr o,735507003 | Complex burn of genitalia (disorder),Historic,Confirmed,No laterality
no prev history {p dactylariosis},47969004 | Dactylariosis (disorder),Historic,Negated,No laterality
"{p complete tear, sacrotuberous ligament} last 5 months","209814007 | Complete tear, sacrotuberous ligament (disorder)",Historic,Confirmed,No laterality
previous history of {p accidental prazepam poisoning},291081009 | Accidental prazepam poisoning (disorder),Historic,Confirmed,No laterality
no previous hist of {p periostitis},41910004 | Periostitis (disorder),Historic,Negated,No laterality
3 prev {p acute ethmoidal sinusitis},67832005 | Acute ethmoidal sinusitis (disorder),Historic,Confirmed,No laterality
{p congenital malposition of femur} a few years previously,93321007 | Congenital malposition of femur (disorder),Historic,Confirmed,No laterality
{p acute dacryoadenitis} recovered,2589008 | Acute dacryoadenitis (disorder),Historic,Confirmed,No laterality
{p lipoma of stomach} last 10 month,695751021000132104 | Lipoma of stomach (disorder),Historic,Confirmed,No laterality
{p ricin poisoning} last 6 month,409617000 | Ricin poisoning (disorder),Historic,Confirmed,No laterality
personal history of {p secondary diabetes mellitus},8801005 | Secondary diabetes mellitus (disorder),Historic,Confirmed,No laterality
pers history of {p localized traumatic opacity},43972005 | Localized traumatic opacity (disorder),Historic,Confirmed,No laterality
{p malignant melanoma of iris} some time ago,255012009 | Malignant melanoma of iris (disorder),Historic,Confirmed,No laterality
