text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p vesicular eruption} excluded,79893008 | Vesicular eruption (disorder),Present,Negated,No laterality
absent {p poisoning caused by epicauta},59116002 | Poisoning caused by Epicauta (disorder),Present,Negated,No laterality
no {p cutaneous synovial metaplasia},404099002 | Cutaneous synovial metaplasia (disorder),Present,Negated,No laterality
absent {p occlusion of ureter},20018005 | Occlusion of ureter (disorder),Present,Negated,No laterality
{p uhthoff phenomenon} ruled out,903741000000102 | Uhthoff phenomenon (disorder),Present,Negated,No laterality
{p ulcer of duodenum} neg,51868009 | Ulcer of duodenum (disorder),Present,Negated,No laterality
denies {p asaemia axillaris poisoning},23311005 | Asaemia axillaris poisoning (disorder),Present,Negated,No laterality
without {p indoramin adverse reaction},292446000 | Indoramin adverse reaction (disorder),Present,Negated,No laterality
{p postoperative subendocardial myocardial infarction} none,311796008 | Postoperative subendocardial myocardial infarction (disorder),Present,Negated,No laterality
{p congenital fissure of epiglottis} no,204557007 | Congenital fissure of epiglottis (disorder),Present,Negated,No laterality
{p benign neoplasm of placenta} ruled out,92297008 | Benign neoplasm of placenta (disorder),Present,Negated,No laterality
{p injury of iliac vein} none,76211000 | Injury of iliac vein (disorder),Present,Negated,No laterality
absent {p ischemic hepatitis},235877000 | Ischemic hepatitis (disorder),Present,Negated,No laterality
{p enteromenia} not detected,3539006 | Enteromenia (disorder),Present,Negated,No laterality
no {p ventricular interpolated complexes},251178007 | Ventricular interpolated complexes (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p complication of reduction procedure},363020005 | Complication of reduction procedure (disorder),Present,Negated,No laterality
absent {p viral disease},34014006 | Viral disease (disorder),Present,Negated,No laterality
absent {p paraneoplastic vasculitis},402661009 | Paraneoplastic vasculitis (disorder),Present,Negated,No laterality
{p severe chronic ulcerative colitis} negative,14311001 | Severe chronic ulcerative colitis (disorder),Present,Negated,No laterality
no {p congenital genu recurvatum},205063003 | Congenital genu recurvatum (disorder),Present,Negated,No laterality
{p perifolliculitis capitis abscedens} no,201182003 | Perifolliculitis capitis abscedens (disorder),Present,Negated,No laterality
no {p paraplegia with neurogenic bladder},97391000119102 | Paraplegia with neurogenic bladder (disorder),Present,Negated,No laterality
absent {p solitary reticulohistiocytoma},404162004 | Solitary reticulohistiocytoma (disorder),Present,Negated,No laterality
{p medial external iliac lymphadenopathy} no,127167006 | Medial external iliac lymphadenopathy (disorder),Present,Negated,No laterality
absence of {p chronic inflammatory demyelinating polyradiculoneuropathy},128209004 | Chronic inflammatory demyelinating polyradiculoneuropathy (disorder),Present,Negated,No laterality
negative {p diffuse inflammation of orbit},733301003 | Diffuse inflammation of orbit (disorder),Present,Negated,No laterality
without mention of {p crandall's syndrome},278098005 | Crandall's syndrome (disorder),Present,Negated,No laterality
{p intentional paraldehyde overdose} no,296034009 | Intentional paraldehyde overdose (disorder),Present,Negated,No laterality
absence of {p omental pseudocyst},236014006 | Omental pseudocyst (disorder),Present,Negated,No laterality
absent {p inflammation of vocal cord},57713008 | Inflammation of vocal cord (disorder),Present,Negated,No laterality
{p primary adenocarcinoma of gallbladder} none,9541000119105 | Primary adenocarcinoma of gallbladder (disorder),Present,Negated,No laterality
{p infection caused by spirillum} excluded,721737007 | Infection caused by Spirillum (disorder),Present,Negated,No laterality
{p climacteric arthritis} negative,77888002 | Climacteric arthritis (disorder),Present,Negated,No laterality
{p fibrinolysis - postpartum} not detected,237336007 | Fibrinolysis - postpartum (disorder),Present,Negated,No laterality
{p cyclandelate adverse reaction} not present,293558009 | Cyclandelate adverse reaction (disorder),Present,Negated,No laterality
{p vitreomacular adhesion} none,1119266006 | Vitreomacular adhesion (disorder),Present,Negated,No laterality
no evidence of {p infection caused by vibrio},406621006 | Infection caused by Vibrio (disorder),Present,Negated,No laterality
{p ulcerative ileocolitis} not detected,196987008 | Ulcerative ileocolitis (disorder),Present,Negated,No laterality
{p contusion of labium} negative,3751005 | Contusion of labium (disorder),Present,Negated,No laterality
{p mitral papillary muscle rupture} not present,266250003 | Mitral papillary muscle rupture (disorder),Present,Negated,No laterality
{p carcinogen effect} no,18903007 | Carcinogen effect (disorder),Present,Negated,No laterality
without {p pseudocyst of umbilical cord},1010632003 | Pseudocyst of umbilical cord (disorder),Present,Negated,No laterality
{p labia - open wound} not present,274169001 | Labia - open wound (disorder),Present,Negated,No laterality
{p oxypertine adverse reaction} not detected,292406006 | Oxypertine adverse reaction (disorder),Present,Negated,No laterality
{p chronic leukemia in remission} negative,92811003 | Chronic leukemia in remission (disorder),Present,Negated,No laterality
{p verruca plantaris} no,63440008 | Verruca plantaris (disorder),Present,Negated,No laterality
{p secondary syphilis of mouth} negative,60528006 | Secondary syphilis of mouth (disorder),Present,Negated,No laterality
{p flurandrenolone adverse reaction} ruled out,293153008 | Flurandrenolone adverse reaction (disorder),Present,Negated,No laterality
{p stickler syndrome type 3} none,783097004 | Stickler syndrome type 3 (disorder),Present,Negated,No laterality
{p cascara overdose} none,295460005 | Cascara overdose (disorder),Present,Negated,No laterality
denied {p injury of neck},90460009 | Injury of neck (disorder),Present,Negated,No laterality
{p familial hyperthyroidism} not present,722942005 | Familial hyperthyroidism (disorder),Present,Negated,No laterality
{p legal abortion with salpingo-oophoritis} none,51707007 | Legal abortion with salpingo-oophoritis (disorder),Present,Negated,No laterality
{p delphian lymphadenopathy} excluded,127093002 | Delphian lymphadenopathy (disorder),Present,Negated,No laterality
negative {p accessory spleen},10362008 | Accessory spleen (disorder),Present,Negated,No laterality
{p infective vaginitis} none,237091009 | Infective vaginitis (disorder),Present,Negated,No laterality
didnt {p supernumerary cervical vertebra},95293000 | Supernumerary cervical vertebra (disorder),Present,Negated,No laterality
{p spontaneous rupture of esophagus} absent,19995004 | Spontaneous rupture of esophagus (disorder),Present,Negated,No laterality
{p paraparesis} absent,1845001 | Paraparesis (disorder),Present,Negated,No laterality
{p uncomplicated opioid withdrawal} neg,1142050005 | Uncomplicated opioid withdrawal (disorder),Present,Negated,No laterality
no evidence of {p acquired obstruction of pylorus},416605008 | Acquired obstruction of pylorus (disorder),Present,Negated,No laterality
{p accidental doxepin poisoning} neg,290831008 | Accidental doxepin poisoning (disorder),Present,Negated,No laterality
{p distal interphalangeal joint symphalangism} excluded,205281006 | Distal interphalangeal joint symphalangism (disorder),Present,Negated,No laterality
no evidence of {p male genital organ stricture},198064007 | Male genital organ stricture (disorder),Present,Negated,No laterality
{p plicamycin overdose} not present,295672006 | Plicamycin overdose (disorder),Present,Negated,No laterality
absent {p complement regulatory factor defect},234618008 | Complement regulatory factor defect (disorder),Present,Negated,No laterality
not {p toxic methemoglobinemia with cyanosis},127037003 | Toxic methemoglobinemia with cyanosis (disorder),Present,Negated,No laterality
{p sigmoiditis} excluded,235765004 | Sigmoiditis (disorder),Present,Negated,No laterality
{p hereditary acantholytic dermatosis} none,254217002 | Hereditary acantholytic dermatosis (disorder),Present,Negated,No laterality
no {p ulnar neuritis},95675005 | Ulnar neuritis (disorder),Present,Negated,No laterality
absent {p cherubism with gingival fibromatosis},389273002 | Cherubism with gingival fibromatosis (disorder),Present,Negated,No laterality
{p cephalothin adverse reaction} none,292998005 | Cephalothin adverse reaction (disorder),Present,Negated,No laterality
didnt {p olivopontocerebellar atrophy with blindness},230236008 | Olivopontocerebellar atrophy with blindness (disorder),Present,Negated,No laterality
neg {p estradiol adverse reaction},293244006 | Estradiol adverse reaction (disorder),Present,Negated,No laterality
{p primary sclerosing lipogranuloma} neg,416922008 | Primary sclerosing lipogranuloma (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p congenital fecaliths},3886001 | Congenital fecaliths (disorder),Present,Negated,No laterality
no {p erythromycin adverse reaction},419056004 | Erythromycin adverse reaction (disorder),Present,Negated,No laterality
{p third trimester bleeding} ruled out,427139004 | Third trimester bleeding (disorder),Present,Negated,No laterality
absence of {p bacterial dermatitis of eyelid},231801008 | Bacterial dermatitis of eyelid (disorder),Present,Negated,No laterality
{p melilotus species poisoning} excluded,61163000 | Melilotus species poisoning (disorder),Present,Negated,No laterality
no {p trilobed left lung},10631000 | Trilobed left lung (disorder),Present,Negated,Left
lack of {p vocal cord hematoma},232446003 | Vocal cord hematoma (disorder),Present,Negated,No laterality
didnt {p elkonyxis},403309008 | Elkonyxis (disorder),Present,Negated,No laterality
no {p moderate aortic valve regurgitation},838545002 | Moderate aortic valve regurgitation (disorder),Present,Negated,No laterality
lack of {p addiction to sunbed use},403588002 | Addiction to sunbed use (disorder),Present,Negated,No laterality
unlikely {p subacute periendocarditis},48228003 | Subacute periendocarditis (disorder),Present,Negated,No laterality
{p congenital absence of spleen} excluded,93030006 | Congenital absence of spleen (disorder),Present,Negated,No laterality
{p q fever endocarditis} not detected,95890006 | Q fever endocarditis (disorder),Present,Negated,No laterality
{p benign neoplasm of skin} absent,92384009 | Benign neoplasm of skin (disorder),Present,Negated,No laterality
{p periurethral abscess} none,55069005 | Periurethral abscess (disorder),Present,Negated,No laterality
absence of {p deformity of radius},271087004 | Deformity of radius (disorder),Present,Negated,No laterality
without {p idiopathic progressive polyneuropathy},33209009 | Idiopathic progressive polyneuropathy (disorder),Present,Negated,No laterality
{p athlete's heart} none,233931008 | Athlete's heart (disorder),Present,Negated,No laterality
{p systolic hypertension} no,56218007 | Systolic hypertension (disorder),Present,Negated,No laterality
not {p spinocerebellar ataxia type 6},715752006 | Spinocerebellar ataxia type 6 (disorder),Present,Negated,No laterality
{p subepidermal vesicular dermatitis} negative,15680007 | Subepidermal vesicular dermatitis (disorder),Present,Negated,No laterality
neg {p conjunctival degenerations and deposits},193885005 | Conjunctival degenerations and deposits (disorder),Present,Negated,No laterality
unlikely {p mastocytoma},404171008 | Mastocytoma (disorder),Present,Negated,No laterality
{p chlorpheniramine overdose} none,296413009 | Chlorpheniramine overdose (disorder),Present,Negated,No laterality
absent {p 12q15q21.1 microdeletion syndrome},734030009 | 12q15q21.1 microdeletion syndrome (disorder),Present,Negated,No laterality
{p hirsutism} negative,399939002 | Hirsutism (disorder),Present,Negated,No laterality
{p radiation respiratory disease} ruled out,286964001 | Radiation respiratory disease (disorder),Present,Negated,No laterality
