text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
suspected {p acute staphylococcal pharyngitis},195660001 | Acute staphylococcal pharyngitis (disorder),Present,Suspected,No laterality
{p familial multiple benign meningioma} suspected,765202001 | Familial multiple benign meningioma (disorder),Present,Suspected,No laterality
suspect {p deficiency of glycerophosphatase},360771001 | Deficiency of glycerophosphatase (disorder),Present,Suspected,No laterality
suspicion of {p uvulitis},300932000 | Uvulitis (disorder),Present,Suspected,No laterality
probably {p intentional thiabendazole poisoning},291468007 | Intentional thiabendazole poisoning (disorder),Present,Suspected,No laterality
likely {p progressive aphasia},230278002 | Progressive aphasia (disorder),Present,Suspected,No laterality
could be {p drash syndrome},236385009 | Drash syndrome (disorder),Present,Suspected,No laterality
poss {p abortion due to leptospira},16038004 | Abortion due to Leptospira (disorder),Present,Suspected,No laterality
suspicion of {p endometriosis of fallopian tube},22611009 | Endometriosis of fallopian tube (disorder),Present,Suspected,No laterality
suspicion of {p accidental cephamandole poisoning},291590009 | Accidental cephamandole poisoning (disorder),Present,Suspected,No laterality
sus {p bismuth poisoning},26767005 | Bismuth poisoning (disorder),Present,Suspected,No laterality
probable {p entrapment of genitofemoral nerve},443353000 | Entrapment of genitofemoral nerve (disorder),Present,Suspected,No laterality
suspected {p accidental paracetamol overdose},295125005 | Accidental paracetamol overdose (disorder),Present,Suspected,No laterality
could have {p langer mesomelic dysplasia syndrome},38494008 | Langer mesomelic dysplasia syndrome (disorder),Present,Suspected,No laterality
{p mood disorder} suspected,46206005 | Mood disorder (disorder),Present,Suspected,No laterality
query {p retinal incarceration},232066004 | Retinal incarceration (disorder),Present,Suspected,No laterality
poss {p congenital duplication of liver},79552009 | Congenital duplication of liver (disorder),Present,Suspected,No laterality
susp {p toxoplasma tubulointerstitial nephropathy},1092831000119109 | Toxoplasma tubulointerstitial nephropathy (disorder),Present,Suspected,No laterality
exclude {p accidental poisoning from seeds},216767007 | Accidental poisoning from seeds (disorder),Present,Suspected,No laterality
"suspect {p nondependent alcohol abuse, continuous}","191882002 | Nondependent alcohol abuse, continuous (disorder)",Present,Suspected,No laterality
could have {p disorder of glycerate metabolism},237979002 | Disorder of glycerate metabolism (disorder),Present,Suspected,No laterality
exclude {p smoldering chronic lymphocytic leukemia},430338009 | Smoldering chronic lymphocytic leukemia (disorder),Present,Suspected,No laterality
possibly {p cat scratch injury},403165009 | Cat scratch injury (disorder),Present,Suspected,No laterality
probably {p osteoclasia},10986001 | Osteoclasia (disorder),Present,Suspected,No laterality
suspicious {p generalized exfoliative contact dermatitis},123705009 | Generalized exfoliative contact dermatitis (disorder),Present,Suspected,No laterality
may {p tardive dyskinesia},102449007 | Tardive dyskinesia (disorder),Present,Suspected,No laterality
may {p newborn renal dysfunction},276583007 | Newborn renal dysfunction (disorder),Present,Suspected,No laterality
exclude {p non-functioning kidney},155876003 | Non-functioning kidney (disorder),Present,Suspected,No laterality
maybe {p common peroneal nerve paralysis},399088004 | Common peroneal nerve paralysis (disorder),Present,Suspected,No laterality
pos {p presbyesophagus},235634004 | Presbyesophagus (disorder),Present,Suspected,No laterality
prob {p galactosemia},190745006 | Galactosemia (disorder),Present,Suspected,No laterality
pos {p streptococcal cervicitis},75530006 | Streptococcal cervicitis (disorder),Present,Suspected,No laterality
poss {p 1p21.3 microdeletion syndrome},719600006 | 1p21.3 microdeletion syndrome (disorder),Present,Suspected,No laterality
sus {p amok},41932008 | Amok (disorder),Present,Suspected,No laterality
may {p superior tracheobronchial lymphadenopathy},127104002 | Superior tracheobronchial lymphadenopathy (disorder),Present,Suspected,No laterality
could have {p benign neoplasm of myometrium},92239009 | Benign neoplasm of myometrium (disorder),Present,Suspected,No laterality
suspicious {p poisoning caused by tolbutamide},48445006 | Poisoning caused by tolbutamide (disorder),Present,Suspected,No laterality
quer {p postradiation adhesions of vagina},47345008 | Postradiation adhesions of vagina (disorder),Present,Suspected,No laterality
may {p capillary malformation},234118009 | Capillary malformation (disorder),Present,Suspected,No laterality
suspected {p disorder of stomach},29384001 | Disorder of stomach (disorder),Present,Suspected,No laterality
may be {p occult choroidal neovascular membrane},314266000 | Occult choroidal neovascular membrane (disorder),Present,Suspected,No laterality
possible {p rupture brachial artery},307321009 | Rupture brachial artery (disorder),Present,Suspected,No laterality
could have {p dislocation of ear ossicles},87040007 | Dislocation of ear ossicles (disorder),Present,Suspected,No laterality
? {p laceration of spinal cord},262705002 | Laceration of spinal cord (disorder),Present,Suspected,No laterality
suspicion of {p choriocarcinoma},188188009 | Choriocarcinoma (disorder),Present,Suspected,No laterality
may be {p rejection of bone graft},281435002 | Rejection of bone graft (disorder),Present,Suspected,No laterality
could have {p pneumonia caused by streptococcus},34020007 | Pneumonia caused by Streptococcus (disorder),Present,Suspected,No laterality
? {p fracture of mandibular alveolus},297158000 | Fracture of mandibular alveolus (disorder),Present,Suspected,No laterality
{p naegeli-franceschetti-jadassohn syndrome} suspected,239084001 | Naegeli-Franceschetti-Jadassohn syndrome (disorder),Present,Suspected,No laterality
suspicion of {p sitosterolemia with xanthomatosis},65419005 | Sitosterolemia with xanthomatosis (disorder),Present,Suspected,No laterality
? {p hemodialysis-associated pruritus},403733004 | Hemodialysis-associated pruritus (disorder),Present,Suspected,No laterality
pos {p dalteparin adverse reaction},293336008 | Dalteparin adverse reaction (disorder),Present,Suspected,No laterality
possible {p intentional loperamide poisoning},290398006 | Intentional loperamide poisoning (disorder),Present,Suspected,No laterality
exclude {p bilateral isomeric atria},263961009 | Bilateral isomeric atria (disorder),Present,Suspected,No laterality
likely {p left ventricular cardiac dysfunction},429589006 | Left ventricular cardiac dysfunction (disorder),Present,Suspected,No laterality
probable {p endometrial stromal tumor},446887007 | Endometrial stromal tumor (disorder),Present,Suspected,No laterality
pos {p obstruction of suprapubic catheter},473183006 | Obstruction of suprapubic catheter (disorder),Present,Suspected,No laterality
possibly {p 14q12 microdeletion syndrome},719574007 | 14q12 microdeletion syndrome (disorder),Present,Suspected,No laterality
probable {p anemia in neoplastic disease},191265009 | Anemia in neoplastic disease (disorder),Present,Suspected,No laterality
? {p abscess of aortic root},405554005 | Abscess of aortic root (disorder),Present,Suspected,No laterality
? {p capillaritis},85461008 | Capillaritis (disorder),Present,Suspected,No laterality
query {p poisoning caused by procaine},21836003 | Poisoning caused by procaine (disorder),Present,Suspected,No laterality
may be {p acute intestinal obstruction},197078006 | Acute intestinal obstruction (disorder),Present,Suspected,No laterality
probably {p factor d deficiency},234607008 | Factor D deficiency (disorder),Present,Suspected,No laterality
suspicion of {p relaxation of diaphragm},21524000 | Relaxation of diaphragm (disorder),Present,Suspected,No laterality
{p pseudomonas aeruginosa paronychia} suspected,238388002 | Pseudomonas aeruginosa paronychia (disorder),Present,Suspected,No laterality
suspicion of {p tubular adenoma of colon},444898006 | Tubular adenoma of colon (disorder),Present,Suspected,No laterality
query {p beta-aminoisobutyricaciduria},21529005 | beta-Aminoisobutyricaciduria (disorder),Present,Suspected,No laterality
possible {p intentional cephazolin poisoning},291570000 | Intentional cephazolin poisoning (disorder),Present,Suspected,No laterality
may {p exsanguination},48149007 | Exsanguination (disorder),Present,Suspected,No laterality
possible {p eosinophilic cholangitis},449805002 | Eosinophilic cholangitis (disorder),Present,Suspected,No laterality
poss {p borjeson-forssman-lehmann syndrome},21634003 | Borjeson-Forssman-Lehmann syndrome (disorder),Present,Suspected,No laterality
susp {p aminophylline adverse reaction},292615007 | Aminophylline adverse reaction (disorder),Present,Suspected,No laterality
"possible {p open fracture talus, head}","208696001 | Open fracture talus, head (disorder)",Present,Suspected,No laterality
exclude {p peripheral precocious puberty},736606009 | Peripheral precocious puberty (disorder),Present,Suspected,No laterality
query {p muscle d-lactate dehydrogenase deficiency},287266002 | Muscle D-lactate dehydrogenase deficiency (disorder),Present,Suspected,No laterality
susp {p mixed sclerosing bone dysplasia},389207000 | Mixed sclerosing bone dysplasia (disorder),Present,Suspected,No laterality
probably {p hypodontia and nail dysgenesis},239021007 | Hypodontia and nail dysgenesis (disorder),Present,Suspected,No laterality
? {p burns of multiple sites},10132008 | Burns of multiple sites (disorder),Present,Suspected,No laterality
pos {p 16p13.11 microduplication syndrome},719578005 | 16p13.11 microduplication syndrome (disorder),Present,Suspected,No laterality
likely {p infection caused by stilezia},6627003 | Infection caused by Stilezia (disorder),Present,Suspected,No laterality
? {p disorder of hair color},302931004 | Disorder of hair color (disorder),Present,Suspected,No laterality
{p adverse reaction to hormone} suspected,871529001 | Adverse reaction to hormone (disorder),Present,Suspected,No laterality
quer {p rubella pneumonia},1092361000119109 | Rubella pneumonia (disorder),Present,Suspected,No laterality
sus {p rifampicin poisoning},212509008 | Rifampicin poisoning (disorder),Present,Suspected,No laterality
quer {p pilonidal disease},432863009 | Pilonidal disease (disorder),Present,Suspected,No laterality
may be {p synovitis of knee},239817004 | Synovitis of knee (disorder),Present,Suspected,No laterality
exclude {p marginal corneal ulcer},47398006 | Marginal corneal ulcer (disorder),Present,Suspected,No laterality
quer {p leukemoid reaction},56478004 | Leukemoid reaction (disorder),Present,Suspected,No laterality
could have {p bladder outlet obstruction},416991005 | Bladder outlet obstruction (disorder),Present,Suspected,No laterality
suspicious {p lateral temporal epilepsy},230393000 | Lateral temporal epilepsy (disorder),Present,Suspected,No laterality
suspected {p post-birth injury hypopituitarism},267389001 | Post-birth injury hypopituitarism (disorder),Present,Suspected,No laterality
{p xylometazoline adverse reaction} suspected,292490005 | Xylometazoline adverse reaction (disorder),Present,Suspected,No laterality
maybe {p properdin deficiency disease},81166004 | Properdin deficiency disease (disorder),Present,Suspected,No laterality
"could be {p closed fracture patella, vertical}","208600002 | Closed fracture patella, vertical (disorder)",Present,Suspected,No laterality
sus {p tenosynovitis of hand},423778009 | Tenosynovitis of hand (disorder),Present,Suspected,No laterality
probably {p limbic epilepsy personality syndrome},231452004 | Limbic epilepsy personality syndrome (disorder),Present,Suspected,No laterality
suspect {p open fracture atlas},269071004 | Open fracture atlas (disorder),Present,Suspected,No laterality
could have {p overriding aorta},63934006 | Overriding aorta (disorder),Present,Suspected,No laterality
possible {p monobactam adverse reaction},293026006 | Monobactam adverse reaction (disorder),Present,Suspected,No laterality
could be {p panicum effusum poisoning},90186008 | Panicum effusum poisoning (disorder),Present,Suspected,No laterality
